0,1.128016,0.913283,-2.699770,3052.360000
1,0.952915,0.519144,0.878809,8424.450000
1,0.434082,0.567670,-2.311936,8298.890000
2,2.209619,1.105468,2.333682,5046.544000
3,1.711970,1.189179,1.119164,7097.910000
3,0.461599,0.777167,-0.144536,6858.870000
4,2.029792,1.287946,1.302950,914.070000
5,0.756178,1.331760,-2.309371,6307.320000
6,2.187200,0.476108,2.851220,7885.660000
7,1.921325,1.287711,-2.407052,8798.060000
7,0.246770,0.972258,1.512456,8476.560000
8,2.124240,1.190137,0.532672,5895.330000
9,2.165567,0.780356,1.333373,5040.450000
10,1.927867,0.979187,-1.390222,7470.330000
10,0.155214,1.058012,-2.217043,7302.670000
11,2.171510,0.581699,-0.050691,6876.480000
12,2.145626,0.444849,1.000789,6362.100000
13,2.124236,0.907799,1.223380,8318.650000
14,1.594131,0.931724,-0.470997,3718.589000
14,0.518059,0.958237,1.420141,3367.810000
15,1.556930,0.851083,-1.916148,3858.596000
15,0.206072,1.377727,0.637334,4352.761000
16,1.702479,1.014433,2.493843,4965.202000
17,1.654359,1.057384,1.224166,8459.570000
18,1.647063,1.212656,-0.142311,8316.010000
18,0.479129,1.147077,2.998456,7854.680000
19,0.887473,0.777098,-2.896150,6316.200000
20,2.109680,0.773892,1.628614,7656.670000
21,1.168230,1.331397,-1.120366,8519.630000
21,0.287956,1.237488,-2.217654,8568.910000
22,2.154496,0.828804,-0.161298,7186.360000
23,1.302665,0.712428,-0.693234,5753.290000
24,1.599256,0.952238,-2.448033,8256.540000
24,0.505705,1.100893,-2.893951,8191.940000
25,2.141112,0.839635,0.501495,4952.797000
26,2.075262,1.398027,1.629440,6565.390000
27,2.107771,1.101413,-2.803576,5019.953000
28,2.133439,1.160672,0.212617,4794.574000
29,0.432454,1.237877,-2.503905,8378.120000
29,0.396494,0.653679,-2.997484,8101.180000
30,1.648968,1.252066,-2.716823,1676.040000
31,1.872840,0.776058,0.831008,5082.066000
31,0.145364,0.651513,-1.119843,4659.972000
32,2.074552,1.032730,2.684444,5663.040000
33,1.603115,1.218848,-2.537421,5871.260000
33,0.491125,0.606683,-1.416967,5723.150000
34,2.124034,0.415624,0.945546,2925.940000
35,2.154030,0.950394,1.871369,6327.850000
36,2.107000,1.190444,-3.088852,7206.010000
37,1.673050,0.520858,-0.290690,5639.790000
37,0.351594,1.098719,-1.720741,5774.830000
38,2.123170,0.835556,-2.757302,4710.908000
39,2.131333,0.662599,3.003530,3020.550000
40,1.237747,1.140243,-2.240537,6716.450000
40,0.870646,0.878219,-1.754162,6709.030000
41,2.072792,0.941786,0.637625,8159.530000
42,2.071006,1.228424,1.529229,5172.192000
43,0.706455,0.893706,2.607101,1592.820000
44,1.604359,1.448562,0.019618,5233.535000
44,0.506961,0.839385,2.112529,5168.103000
45,2.137460,0.973401,-1.120384,3177.320000
46,2.130090,1.338919,1.120358,1285.310000
47,1.779135,0.467053,-2.574123,5567.220000
47,0.343110,0.421804,-0.095981,5343.005000
48,2.110140,1.474893,-3.089829,4374.084000
49,2.125660,0.414786,0.293058,3464.040000
50,1.650637,0.411481,2.036137,7327.440000
50,0.397084,0.931295,2.541348,7380.660000
51,1.807750,0.414786,0.293058,6732.330000
51,0.291214,0.974340,-0.729203,6699.000000
52,2.147792,0.870717,0.788639,7703.930000
53,2.175660,1.377270,-1.119982,3830.218000
54,2.089959,0.843449,1.979042,2936.550000
55,1.630601,1.105767,-0.246887,5671.440000
55,0.514081,0.568372,-2.936650,5583.780000
56,2.040654,1.147774,-2.042088,2403.990000
57,1.819190,1.057766,2.113749,5014.022000
57,0.234603,0.975076,0.143573,5046.303000
58,2.133470,1.365274,-0.533614,8478.970000
59,2.224161,0.930169,1.903029,1322.520000
60,2.099168,0.524089,1.470045,3942.438000
61,0.934505,1.100893,0.247636,5234.105000
61,0.350306,0.516882,-1.459815,5252.934000
62,2.071400,1.377968,-3.089742,4718.630000
63,0.877209,1.223929,0.533013,7339.230000
64,1.850010,1.015095,-2.893759,7336.890000
64,0.144398,1.377400,-1.028283,7301.710000
65,0.451423,1.237291,1.028656,5044.793000
66,2.026751,1.282272,0.839892,4018.948000
67,1.849210,0.930183,-1.827346,6390.340000
67,0.281258,0.894030,-0.052330,6255.320000
68,1.817381,0.487928,2.851132,2686.050000
69,2.131801,0.807408,-2.216970,2951.090000
70,1.547512,1.221539,1.195351,8482.130000
70,0.492523,0.567966,2.413335,8465.060000
71,2.112630,1.058116,2.559294,1984.340000
72,2.158819,0.901807,0.246233,5830.650000
73,1.871660,1.281259,1.630489,7921.190000
73,0.251626,1.014250,-2.307852,7761.890000
74,2.121517,0.861907,-2.112066,4219.572000
75,1.590763,0.905679,-0.338906,5459.006000
75,0.483437,0.749144,0.284524,5365.622000
76,2.101321,1.377846,-0.156399,5711.330000
77,1.933390,1.331991,2.504807,7344.900000
77,0.197660,0.930954,1.028834,7193.290000
78,1.801697,0.993407,-0.916929,5224.999000
78,0.301483,1.058012,0.924561,4644.769000
79,1.425470,1.014248,2.307864,8494.550000
80,2.031126,0.541906,-0.055139,1522.490000
81,1.585629,0.903894,1.315019,5295.789000
81,0.486715,0.417797,-1.680023,5210.652000
82,2.094860,1.146113,0.924207,7920.930000
83,2.153500,1.155328,-2.113066,4705.144000
84,2.054696,0.479440,2.101417,3677.098000
85,1.913010,1.014248,-0.833731,6698.730000
